hash,dog
1679,0
307,0
1207,0
95,0
1559,0
141,0
395,0
2026,0
1046,0
1144,0
1338,0
1513,0
624,0
1846,0
1721,0
1483,0
1254,0
726,0
2701,0
1510,0
168,0
360,0
2322,0
1638,0
1272,0
2324,0
2204,0
2118,0
2012,0
1640,0
832,0
1722,0
547,0
1208,0
709,0
1897,0
1374,0
2537,0
2386,0
2672,0
1793,0
939,0
2312,0
1580,0
1578,0
760,0
1233,0
1637,0
969,0
365,0
79,0
1084,0
2035,0
611,0
2658,0
2326,0
1972,0
816,0
2378,0
2132,0
127,0
1860,0
1708,0
1569,0
1617,0
934,0
907,0
1898,0
2307,0
1323,0
596,0
1154,0
140,0
878,0
2278,0
1077,0
542,0
2562,0
815,0
338,0
1727,0
942,0
918,0
840,0
143,0
261,0
2083,0
1101,0
540,0
600,0
1435,0
2037,0
1827,0
149,0
2423,0
1643,0
891,0
1199,0
610,0
1598,0
1786,0
122,0
440,0
1816,0
1873,0
2567,0
15,0
353,0
2050,0
1748,0
1530,0
2694,0
2115,0
1509,0
1390,0
804,0
906,0
1219,0
329,0
148,0
2338,0
2438,0
1664,0
1859,0
1062,0
599,0
357,0
266,0
391,0
197,0
270,0
1009,0
2465,0
858,0
2101,0
2177,0
88,0
1239,0
2398,0
1566,0
1862,0
181,0
1522,0
1020,0
1913,0
1474,0
1675,0
2302,0
809,0
675,0
341,0
541,0
836,0
938,0
857,0
1651,0
1611,0
2137,0
85,0
1726,0
1707,0
1122,0
1337,0
718,0
1309,0
533,0
155,0
1004,0
218,0
1073,0
375,0
767,0
2284,0
2699,0
1188,0
695,0
2529,0
2106,0
2657,0
2408,0
657,0
2163,0
1628,0
167,0
489,0
949,0
1963,0
1449,0
686,0
2543,0
1733,0
1487,0
1704,0
2464,0
632,0
549,0
2282,0
271,0
1058,0
2594,0
1940,0
683,0
495,0
2157,0
1301,0
1255,0
1111,0
2456,0
1186,0
2074,0
1481,0
1676,0
739,0
1588,0
2623,0
1428,0
2347,0
2426,0
1562,0
1775,0
1916,0
2609,0
1789,0
1197,0
1051,0
2251,0
1982,0
1550,0
2588,0
653,0
674,0
2292,0
2388,0
2005,0
2691,0
402,0
33,0
1908,0
1517,0
1766,0
2319,0
1098,0
2072,0
2516,0
2084,0
1966,0
817,0
1310,0
1680,0
1603,0
2230,0
81,0
2575,0
1631,0
226,0
1476,0
1701,0
1365,0
1728,0
1902,0
276,0
1666,0
1614,0
2422,0
2287,0
2652,0
1377,0
2481,0
269,0
368,0
1052,0
345,0
2217,0
1140,0
1246,0
1493,0
1261,0
880,0
1074,0
2289,0
959,0
1826,0
301,0
2468,0
2352,0
961,0
1892,0
2256,0
1713,0
2433,0
2435,0
2178,0
1682,0
2349,0
708,0
198,0
1008,0
1068,0
455,0
67,0
2125,0
22,0
2539,0
1644,0
2139,0
1565,0
70,0
1848,0
112,0
11,0
1818,0
296,0
528,0
2339,0
239,0
32,0
237,0
721,0
2432,0
306,0
2669,0
2243,0
115,0
838,0
1227,0
2088,0
2505,0
971,0
799,0
1240,0
1869,0
869,0
1597,0
2119,0
2520,0
19,0
1572,0
1787,0
558,0
279,0
25,0
1047,0
2444,0
191,0
2330,0
1911,0
1665,0
2203,0
841,0
110,0
759,0
1498,0
581,0
2191,0
1378,0
529,0
2262,0
1508,0
1422,0
575,0
1531,0
1356,0
1003,0
2123,0
2705,0
1954,0
2424,0
1321,0
1103,0
2625,0
665,0
2188,0
1105,0
2466,0
883,0
953,0
241,0
1942,0
1939,0
2186,0
294,0
1440,0
2704,0
790,0
524,0
370,0
448,0
725,0
2268,0
1427,0
1730,0
332,0
340,0
713,0
66,0
2637,0
842,0
1364,0
411,0
2236,0
2341,0
2554,0
2104,0
591,0
238,0
2415,0
1828,0
1876,0
52,0
526,0
2171,0
2603,0
1762,0
1251,0
2709,0
2372,0
1858,0
1,0
1620,0
805,0
1845,0
2363,0
2640,0
2259,0
645,0
2599,0
1194,0
551,0
1659,0
111,0
2527,0
664,0
2224,0
126,0
2294,0
1079,0
818,0
1248,0
1490,0
101,0
989,0
1400,0
2172,0
719,0
50,0
38,0
26,0
1746,0
1206,0
2555,0
669,0
35,0
884,0
1054,0
1204,0
834,0
2175,0
819,0
1749,0
2264,0
714,0
171,0
1919,0
2048,0
1558,0
1831,0
519,0
475,0
91,0
2003,0
1299,0
2174,0
929,0
2071,0
417,0
1475,0
1397,0
480,0
771,0
1425,0
483,0
666,0
298,0
1348,0
2057,0
2631,0
1526,0
4,0
1703,0
1574,0
200,0
544,0
2589,0
1854,0
693,0
1590,0
2154,0
212,0
21,0
586,0
1900,0
2639,0
2404,0
2055,0
1808,0
282,0
45,0
660,0
1147,0
485,0
2192,0
1166,0
774,0
2661,0
1273,0
692,0
2173,0
743,0
2385,0
1877,0
1482,0
2354,0
2058,0
1363,0
1379,0
2612,0
2277,0
2533,0
2561,0
1291,0
2590,0
1824,0
863,0
1761,0
1148,0
1462,0
954,0
758,0
990,0
1137,0
2209,0
1825,0
2480,0
1352,0
1177,0
7,0
285,0
532,0
2301,0
1944,0
1599,0
2314,0
1018,0
242,0
2234,0
800,0
97,0
640,0
1881,0
1871,0
176,0
874,0
872,0
2482,0
1683,0
1159,0
384,0
502,0
958,0
2075,0
2073,0
1245,0
93,0
224,0
484,0
1505,0
2011,0
1389,0
504,0
1914,0
1936,0
2333,0
2024,0
2387,0
1984,0
213,0
1943,0
1729,0
2541,0
974,0
240,0
825,0
311,0
1833,0
2152,0
1519,0
2369,0
651,0
1815,0
705,0
71,0
926,0
2159,0
2368,0
2265,0
1515,0
272,0
351,0
948,0
699,0
543,0
2250,0
2455,0
138,0
1423,0
993,0
248,0
1725,0
2448,0
2033,0
2168,0
1182,0
2353,0
1403,0
1085,0
137,0
2397,0
339,0
794,0
1086,0
2198,0
362,0
2428,0
2009,0
1765,0
2708,0
2492,0
928,0
1822,0
441,0
694,0
1434,0
278,0
2335,0
1499,0
642,0
2366,0
1715,0
1938,0
909,0
2382,0
1214,0
2677,0
2145,0
2138,0
919,0
435,0
2413,0
425,0
1967,0
1946,0
2495,0
602,0
1738,0
2323,0
1616,0
548,0
2238,0
405,0
1095,0
789,0
1794,0
2659,0
1537,0
2648,0
2556,0
2548,0
1183,0
2346,0
2306,0
676,0
712,0
208,0
90,0
291,0
1118,0
2270,0
1327,0
1894,0
2498,0
2530,0
387,0
833,0
2042,0
1060,0
1201,0
828,0
978,0
479,0
478,0
1442,0
2545,0
902,0
1554,0
644,0
151,0
2560,0
1392,0
707,0
1071,0
515,0
106,0
477,0
1709,0
1849,0
1870,0
1049,0
639,0
1331,0
172,0
288,0
988,0
740,0
1066,0
1184,0
1511,0
2685,0
465,0
2486,0
2184,0
267,0
1880,1
1782,1
1070,1
1690,1
2411,1
2334,1
1600,1
292,1
1834,1
1978,1
1285,1
39,1
1577,1
12,1
46,1
2334,1
1533,1
1609,1
1275,1
1027,1
764,1
1792,1
2377,1
407,1
2647,1
1741,1
2064,1
1108,1
120,1
349,1
1150,1
1523,1
305,1
228,1
206,1
892,1
420,1
2646,1
1133,1
397,1
608,1
1225,1
265,1
2711,1
1495,1
1540,1
1059,1
1555,1
2630,1
1977,1
2618,1
1764,1
316,1
87,1
1078,1
2559,1
908,1
2254,1
1143,1
2151,1
765,1
830,1
1191,1
1417,1
615,1
516,1
1160,1
1813,1
80,1
466,1
2205,1
2587,1
1486,1
2405,1
935,1
337,1
2434,1
773,1
2149,1
2484,1
824,1
2063,1
1200,1
2606,1
1198,1
910,1
1384,1
2553,1
856,1
1467,1
399,1
2371,1
976,1
1409,1
710,1
780,1
84,1
152,1
1484,1
691,1
2395,1
2638,1
601,1
992,1
1536,1
994,1
1895,1
538,1
648,1
1810,1
124,1
2713,1
1985,1
895,1
1754,1
182,1
2028,1
386,1
2358,1
2563,1
374,1
274,1
2313,1
631,1
1532,1
1621,1
64,1
1564,1
864,1
2607,1
1587,1
1823,1
180,1
2453,1
1229,1
2183,1
438,1
1236,1
1922,1
1175,1
1002,1
2558,1
68,1
210,1
822,1
1277,1
672,1
2092,1
2437,1
2165,1
731,1
1157,1
2110,1
1172,1
1714,1
2681,1
2053,1
1917,1
777,1
299,1
2667,1
1135,1
2018,1
1950,1
2337,1
1770,1
1687,1
663,1
1674,1
2400,1
580,1
1744,1
2128,1
2124,1
2614,1
424,1
621,1
290,1
1451,1
2318,1
2158,1
1311,1
249,1
1796,1
2080,1
1416,1
409,1
2443,1
742,1
1959,1
2160,1
1821,1
1394,1
2409,1
164,1
595,1
1234,1
2094,1
2406,1
2109,1
1629,1
2166,1
2679,1
2091,1
1045,1
572,1
1634,1
956,1
1575,1
1968,1
1163,1
383,1
2327,1
1224,1
1549,1
2216,1
2624,1
1454,1
848,1
1931,1
275,1
234,1
410,1
1514,1
2220,1
2706,1
2179,1
1579,1
1771,1
2664,1
2359,1
18,1
2460,1
1284,1
444,1
1205,1
2643,1
1864,1
1171,1
957,1
2695,1
2500,1
1341,1
236,1
1187,1
2210,1
517,1
2502,1
2129,1
2240,1
1999,1
716,1
2025,1
2213,1
1941,1
1370,1
1290,1
1777,1
65,1
1381,1
2180,1
2100,1
812,1
1376,1
697,1
761,1
981,1
1383,1
2703,1
125,1
1488,1
133,1
323,1
2686,1
1602,1
1408,1
389,1
733,1
1306,1
1080,1
136,1
646,1
736,1
54,1
1457,1
324,1
408,1
2147,1
469,1
912,1
835,1
732,1
2573,1
1181,1
1415,1
2181,1
490,1
56,1
1960,1
219,1
917,1
2665,1
2038,1
1010,1
865,1
446,1
1210,1
932,1
2176,1
437,1
2127,1
2633,1
2182,1
2336,1
871,1
2320,1
2161,1
1615,1
225,1
620,1
2348,1
1448,1
1216,1
1209,1
2223,1
1465,1
2621,1
768,1
2417,1
2684,1
1812,1
1136,1
776,1
1719,1
1373,1
1996,1
2140,1
641,1
1719,1
2571,1
1424,1
1106,1
2584,1
901,1
1283,1
1584,1
9,1
1151,1
1444,1
427,1
2113,1
1238,1
1120,1
1811,1
2212,1
103,1
163,1
849,1
997,1
570,1
897,1
2112,1
313,1
1256,1
1304,1
462,1
264,1
453,1
1250,1
494,1
1778,1
1170,1
2474,1
1497,1
612,1
1745,1
943,1
401,1
392,1
3,1
2285,1
798,1
144,1
1712,1
1774,1
1769,1
820,1
1264,1
1176,1
2065,1
1265,1
327,1
2517,1
1801,1
589,1
2,1
1783,1
1901,1
2245,1
2634,1
962,1
2066,1
1286,1
300,1
1040,1
1906,1
1453,1
2600,1
2692,1
1582,1
2461,1
41,1
1353,1
1973,1
745,1
2202,1
473,1
980,1
1241,1
1920,1
1768,1
1591,1
810,1
1888,1
1843,1
1670,1
187,1
433,1
1654,1
1695,1
1912,1
2568,1
2136,1
189,1
2225,1
1723,1
161,1
2688,1
1308,1
2497,1
416,1
702,1
1838,1
1090,1
431,1
1469,1
605,1
179,1
268,1
717,1
2508,1
560,1
2510,1
1790,1
2389,1
766,1
866,1
426,1
2367,1
2189,1
1852,1
1956,1
394,1
78,1
1923,1
2595,1
2199,1
217,1
1223,1
1094,1
2499,1
2194,1
564,1
2207,1
680,1
2253,1
2608,1
2261,1
1979,1
1501,1
681,1
1334,1
628,1
2564,1
1307,1
1788,1
1431,1
76,1
1141,1
1927,1
2513,1
861,1
2249,1
1372,1
1380,1
1056,1
1965,1
2503,1
667,1
89,1
690,1
925,1
1528,1
1126,1
2143,1
2628,1
2360,1
1647,1
1987,1
1215,1
509,1
1276,1
1907,1
1463,1
1153,1
344,1
964,1
2384,1
1019,1
750,1
1925,1
207,1
1190,1
1155,1
1585,1
273,1
2431,1
2077,1
1652,1
2670,1
2494,1
754,1
940,1
508,1
505,1
2195,1
69,1
1013,1
1618,1
534,1
1807,1
2144,1
523,1
2001,1
984,1
44,1
2488,1
303,1
250,1
877,1
2673,1
698,1
1360,1
2514,1
246,1
951,1
1429,1
216,1
2462,1
61,1
633,1
2142,1
457,1
1866,1
1470,1
1861,1
2206,1
1452,1
178,1
2116,1
2641,1
2420,1
1031,1
2258,1
555,1
2696,1
1072,1
2291,1
1525,1
361,1
2535,1
1863,1
1369,1
2572,1
2418,1
584,1
797,1
975,1
649,1
2577,1
629,1
2512,1
1152,1
1699,1
0,1
1806,1
413,1
1322,1
497,1
1119,1
1096,1
37,1
1354,1
1844,1
415,1
289,1
1976,1
2345,1
1622,1
2298,1
1805,1
169,1
1667,1
1278,1
2049,1
688,1
2097,1
258,1
1113,1
1075,1
1926,1
2131,1
1596,1
1226,1
1910,1
2636,1
567,1
607,1
1547,1
443,1
1314,1
772,1
381,1
2616,1
899,1
2402,1
2201,1
852,1
2046,1
537,1
2044,1
1948,1
1693,1
1305,1
1989,1
1819,1
1660,1
1668,1
1718,1
2627,1
2185,1
2059,1
1905,1
230,1
802,1
756,1
2141,1
1041,1
1607,1
795,1
62,1
418,1
1361,1
1114,1
937,1
419,1
1266,1
184,1
827,1
2511,1
554,1
2096,1
252,1
1706,1
778,1
221,1
1006,1
1165,1
811,1
359,1
1174,1
2427,1
2082,1
904,1
977,1
2410,1
617,1
687,1
96,1
454,1
2620,1
2566,1
2060,1
2666,1
318,1
916,1
2656,1
1021,1
1961,1
2412,1
2016,1
376,1
2487,1
1855,1
2671,1
682,1
287,1
55,1
1401,1
2504,1
262,1
255,1
2507,1
823,1
868,1
456,1
2364,1
1082,1
896,1
1043,1
1890,1
1988,1
333,1
1349,1
888,1
1358,1
1292,1
2421,1
503,1
2260,1
831,1
1479,1
890,1
1262,1
1196,1
2221,1
1830,1
1673,1
2002,1
175,1
2518,1
658,1
2099,1
1480,1
2208,1
1543,1
1639,1
2416,1
2279,1
2004,1
1553,1
1546,1
1874,1
1477,1
1471,1
2610,1
770,1
1684,1
635,1
2597,1
1909,1
1485,1
860,1
244,1
1951,1
2375,1
2010,1
1274,1
779,1
723,1
1720,1
979,1
390,1
806,1
1319,1
2629,1
1935,1
728,1
1478,1
2565,1
487,1
1847,1
1868,1
604,1
875,1
1036,1
1755,1
2586,1
2478,1
582,1
1411,1
468,1
1345,1
839,1
1107,1
2365,1
1243,1
493,1
1964,1
1649,1
1388,1
2436,1
2134,1
1998,1
627,1
20,1
513,1
367,1
1393,1
855,1
1698,1
2581,1
753,1
685,1
1853,1
2215,1
100,1
1067,1
1399,1
2557,1
284,1
837,1
481,1
63,1
2342,1
10,1
77,1
2449,1
30,1
2079,1
74,1
684,1
1168,1
900,1
1220,1
1213,1
47,1
2241,1
2712,1
334,1
568,1
364,1
520,1
1710,1
1734,1
1468,1
1385,1
2062,1
1742,1
1915,1
1179,1
579,1
49,1
363,1
1506,1
379,1
1809,1
245,1
1884,1
142,1
2496,1
2576,1
1697,1
2617,1
1302,1
1716,1
920,1
1030,1
2030,1
1295,1
2601,1
2231,1
659,1
1958,1
930,1
256,1
447,1
159,1
527,1
243,1
1760,1
1192,1
970,1
162,1
2283,1
1624,1
1882,1
2148,1
655,1
729,1
1458,1
2288,1
1178,1
214,1
783,1
941,1
2229,1
304,1
1320,1
2156,1
1751,1
1288,1
2007,1
2687,1
1297,1
1034,1
129,1
2252,1
1350,1
616,1
2121,1
2214,1
826,1
1455,1
2331,1
1503,1
295,1
1990,1
1242,1
2187,1
2393,1
107,1
2315,1
1784,1
2274,1
486,1
955,1
2693,1
2227,1
335,1
43,1
1022,1
1814,1
1896,1
597,1
2008,1
2702,1
689,1
1032,1
2122,1
1731,1
1962,1
356,1
2280,1
2155,1
72,1
886,1
2242,1
393,1
2549,1
2490,1
1156,1
2070,1
2675,1
1601,1
1028,1
2611,1
1539,1
1128,1
1612,1
2310,1
2525,1
1263,1
2532,1
1259,1
995,1
403,1
2196,1
2290,1
1260,1
1983,1
118,1
1995,1
1655,1
1110,1
2526,1
474,1
1899,1
2085,1
2585,1
700,1
1688,1
1592,1
2045,1
2414,1
14,1
1419,1
1552,1
1947,1
647,1
432,1
915,1
1932,1
1336,1
42,1
1402,1
36,1
253,1
2650,1
1595,1
1767,1
75,1
514,1
983,1
2295,1
539,1
2135,1
2602,1
637,1
203,1
814,1
60,1
562,1
259,1
2580,1
1132,1
1817,1
1955,1
706,1
1636,1
2394,1
434,1
1937,1
889,1
2682,1
987,1
2493,1
1949,1
571,1
1717,1
1689,1
793,1
1568,1
1534,1
1232,1
1608,1
1512,1
561,1
752,1
385,1
2374,1
2683,1
1548,1
1267,1
1857,1
350,1
1893,1
1604,1
330,1
498,1
1014,1
2662,1
1048,1
1560,1
2521,1
1447,1
2081,1
1050,1
378,1
2086,1
312,1
998,1
2098,1
784,1
1436,1
185,1
1918,1
2356,1
1346,1
636,1
268,1
1005,1
2430,1
1650,1
173,1
2090,1
1180,1
1189,1
257,1
1656,1
2019,1
545,1
1735,1
1541,1
1507,1
94,1
2373,1
967,1
331,1
1625,1
2150,1
372,1
2690,1
2383,1
1344,1
2519,1
2392,1
308,1
851,1
1121,1
404,1
2439,1
1296,1
2578,1
2714,1
1029,1
117,1
1282,1
293,1
1820,1
24,1
807,1
102,1
553,1
594,1
1340,1
2267,1
905,1
132,1
922,1
1000,1
1551,1
116,1
406,1
2117,1
518,1
2197,1
1016,1
1875,1
1351,1
1185,1
131,1
1280,1
1971,1
2328,1
1212,1
2344,1
2273,1
2052,1
320,1
618,1
2325,1
2546,1
194,1
2399,1
511,1
1249,1
1661,1
104,1
679,1
1756,1
881,1
747,1
722,1
786,1
2457,1
1945,1
1586,1
1928,1
2039,1
130,1
506,1
1439,1
603,1
1576,1
1883,1
2475,1
1386,1
2167,1
28,1
2536,1
145,1
48,1
965,1
1426,1
463,1
2477,1
1076,1
1802,1
2707,1
1740,1
1396,1
696,1
2111,1
1878,1
1737,1
1412,1
58,1
1785,1
1491,1
1678,1
947,1
727,1
1464,1
2459,1
1991,1
952,1
1589,1
1287,1
1270,1
183,1
847,1
501,1
643,1
1516,1
1841,1
1711,1
2305,1
1867,1
744,1
1605,1
1146,1
613,1
2649,1
1252,1
2076,1
1202,1
105,1
813,1
1161,1
1300,1
2027,1
2644,1
1542,1
563,1
1432,1
1149,1
2357,1
1804,1
913,1
1886,1
735,1
251,1
583,1
414,1
2396,1
1125,1
1492,1
442,1
2237,1
2509,1
1672,1
2531,1
746,1
1556,1
2619,1
146,1
1117,1
2162,1
1921,1
991,1
2447,1
662,1
556,1
492,1
2380,1
2668,1
2350,1
757,1
121,1
788,1
2454,1
2446,1
1371,1
222,1
1545,1
1359,1
720,1
1339,1
986,1
1438,1
2043,1
1129,1
1268,1
1795,1
2381,1
470,1
1677,1
654,1
6,1
622,1
2000,1
17,1
1382,1
755,1
1035,1
2041,1
2642,1
535,1
1211,1
748,1
2133,1
2491,1
205,1
1903,1
2332,1
1446,1
821,1
476,1
650,1
201,1
1115,1
1089,1
521,1
1994,1
2281,1
921,1
763,1
343,1
342,1
2674,1
1104,1
1986,1
73,1
430,1
229,1
1037,1
1142,1
2299,1
1362,1
2276,1
358,1
1671,1
355,1
931,1
619,1
1057,1
452,1
701,1
1053,1
1064,1
1420,1
859,1
625,1
1630,1
1779,1
371,1
1038,1
2233,1
472,1
2255,1
491,1
2678,1
587,1
1102,1
16,1
128,1
609,1
2020,1
1930,1
354,1
2376,1
2523,1
1395,1
1851,1
2710,1
1329,1
873,1
724,1
1889,1
